SampleID	PatientID	Accession	BioProject	AccessionShotgun	Pool	run_prefix	instrument_model	platform	target_gene
1143BB	1143	SRR11416369	PRJNA545312		655	1143BB..pool655	Illumina MiSeq	Illumina	16S rRNA
1143CC	1143	SRR11416367	PRJNA545312		655	1143CC..pool655	Illumina MiSeq	Illumina	16S rRNA
1143D	1143	SRR11416366	PRJNA545312		655	1143D..pool655	Illumina MiSeq	Illumina	16S rRNA
1143DD	1143	SRR11416365	PRJNA545312		655	1143DD..pool655	Illumina MiSeq	Illumina	16S rRNA
1143E	1143	SRR11416364	PRJNA545312		655	1143E..pool655	Illumina MiSeq	Illumina	16S rRNA
1143EE	1143	SRR11416363	PRJNA545312		655	1143EE..pool655	Illumina MiSeq	Illumina	16S rRNA
1143J	1143	SRR11416358	PRJNA545312		655	1143J..pool655	Illumina MiSeq	Illumina	16S rRNA
1143K	1143	SRR11416809	PRJNA545312		655	1143K..pool655	Illumina MiSeq	Illumina	16S rRNA
1143M	1143	SRR11416807	PRJNA545312		655	1143M..pool655	Illumina MiSeq	Illumina	16S rRNA
1143N	1143	SRR11416806	PRJNA545312		655	1143N..pool655	Illumina MiSeq	Illumina	16S rRNA
1143O	1143	SRR11416805	PRJNA545312		655	1143O..pool655	Illumina MiSeq	Illumina	16S rRNA
1143Q	1143	SRR11416803	PRJNA545312		655	1143Q..pool655	Illumina MiSeq	Illumina	16S rRNA
1143T	1143	SRR11416799	PRJNA545312		655	1143T..pool655	Illumina MiSeq	Illumina	16S rRNA
1143V	1143	SRR11416797	PRJNA545312		655	1143V..pool655	Illumina MiSeq	Illumina	16S rRNA
1143W	1143	SRR11416796	PRJNA545312		655	1143W..pool655	Illumina MiSeq	Illumina	16S rRNA
1143X	1143	SRR11416795	PRJNA545312		655	1143X..pool655	Illumina MiSeq	Illumina	16S rRNA
1143Y	1143	SRR11416794	PRJNA545312		655	1143Y..pool655	Illumina MiSeq	Illumina	16S rRNA
1157DD	1157	SRR11416434	PRJNA545312		655	1157DD..pool655	Illumina MiSeq	Illumina	16S rRNA
1157E	1157	SRR11416433	PRJNA545312		655	1157E..pool655	Illumina MiSeq	Illumina	16S rRNA
1157L	1157	SRR11416430	PRJNA545312		655	1157L..pool655	Illumina MiSeq	Illumina	16S rRNA
1157M	1157	SRR11416429	PRJNA545312		655	1157M..pool655	Illumina MiSeq	Illumina	16S rRNA
1157S	1157	SRR11416428	PRJNA545312		655	1157S..pool655	Illumina MiSeq	Illumina	16S rRNA
1157T	1157	SRR11414308	PRJNA545312		655	1157T..pool655	Illumina MiSeq	Illumina	16S rRNA
1157U	1157	SRR11414307	PRJNA545312		655	1157U..pool655	Illumina MiSeq	Illumina	16S rRNA
1157W	1157	SRR11414305	PRJNA545312		655	1157W..pool655	Illumina MiSeq	Illumina	16S rRNA
1157X	1157	SRR11414304	PRJNA545312		655	1157X..pool655	Illumina MiSeq	Illumina	16S rRNA
